provider number,hospital name,address1,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
10058,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-13,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,25%,0 patients,AL_AMI-13
10059,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-14,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,15%,0 patients,AL_AMI-14
10060,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,10%,0 patients,AL_AMI-15
10050,GREENBRIER HEALTH CENTER,123 GREENBRIER DRIVE,GREENBRIER,AL,35645,MORGAN,2567736512,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DIAB-7A,Diabetic Patients Receiving Insulin Within 24 Hours of Admission,82%,15 patients,AL_DIAB-7A
10051,TWIN HILLS MEDICAL CENTER,456 TWIN HILLS ROAD,TWIN HILLS,AL,35632,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Stomach Ulcer,STOM-5A,Stomach Ulcer Patients Receiving Proton Pump Inhibitors Within 24 Hours of Admission,78%,12 patients,AL_STOM-5A
10052,HIGHLAND MEDICAL CENTER,789 HIGHLAND AVE,HIGHLAND,AL,35641,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-7A,Hypertensive Patients Receiving Antihypertensive Medication Within 24 Hours of Admission,92%,25 patients,AL_HTN-7A
10053,CRAWFORD MEDICAL CENTER,100 CRAWFORD STREET,CRAWFORD,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OSTE-5A,Osteoarthritis Patients Receiving Non-Steroidal Anti-Inflammatory Drugs Within 24 Hours of Admission,85%,18 patients,AL_OSTE-5A
10054,WATERFORD MEDICAL CENTER,201 WATERFORD STREET,WATERFORD,AL,35633,LAUDERDALE,2567688403,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-7A,Chronic Kidney Disease Patients Receiving Dialysis Within 24 Hours of Admission,75%,10 patients,AL_CKD-7A
10068,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,75%,18 patients,AL_AMI-7A
10056,TWIN RIVERS HOSPITAL,789 TWIN RIVERS AVE,TWIN RIVERS,AL,35636,LAUDERDALE,2567688405,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DIAB-7B,Diabetic Patients Receiving Insulin Within 24 Hours of Admission,88%,14 patients,AL_DIAB-7B
10057,HIGHLAND HOSPITAL,123 HIGHLAND AVE,HIGHLAND,AL,35642,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-7B,Hypertensive Patients Receiving Antihypertensive Medication Within 24 Hours of Admission,91%,17 patients,AL_HTN-7B
10058,CRAWFORD HOSPITAL,100 CRAWFORD STREET,CRAWFORD,AL,35635,LAUDERDALE,2567688406,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OSTE-5B,Osteoarthritis Patients Receiving Non-Steroidal Anti-Inflammatory Drugs Within 24 Hours of Admission,86%,16 patients,AL_OSTE-5B
10059,WATERFORD HOSPITAL,201 WATERFORD STREET,WATERFORD,AL,35633,LAUDERDALE,2567688407,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-7B,Chronic Kidney Disease Patients Receiving Dialysis Within 24 Hours of Admission,77%,11 patients,AL_CKD-7B
10059,WATERFORD HOSPITAL,201 WATERFORD STREET,WATERFORD,AL,35633,LAUDERDALE,2567688407,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-7B,Chronic Kidney Disease Patients Receiving Dialysis Within 24 Hours of Admission,77%,11 patients,AL_CKD-7B
10060,SOUTH ALABAMA HOSPITAL,456 SOUTHWEST AVENUE,SOUTH ALABAMA,AL,35634,LAUDERDALE,2567688408,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,92%,24 patients,AL_PN-5C
10061,TWIN RIVERS HOSPITAL,789 TWIN RIVERS AVE,TWIN RIVERS,AL,35636,LAUDERDALE,2567688409,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DIAB-7B,Diabetic Patients Receiving Insulin Within 24 Hours of Admission,89%,13 patients,AL_DIAB-7B
10062,HIGHLAND HOSPITAL,123 HIGHLAND AVE,HIGHLAND,AL,35642,MORGAN,2567736515,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-7B,Hypertensive Patients Receiving Antihypertensive Medication Within 24 Hours of Admission,90%,18 patients,AL_HTN-7B
10063,CRAWFORD HOSPITAL,100 CRAWFORD STREET,CRAWFORD,AL,35635,LAUDERDALE,2567688410,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OSTE-5B,Osteoarthritis Patients Receiving Non-Steroidal Anti-Inflammatory Drugs Within 24 Hours of Admission,87%,15 patients,AL_OSTE-5B
10064,WATERFORD HOSPITAL,201 WATERFORD STREET,WATERFORD,AL,35633,LAUDERDALE,2567688411,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-7B,Chronic Kidney Disease Patients Receiving Dialysis Within 24 Hours of Admission,78%,12 patients,AL_CKD-7B
100401,GREENBIRDS HOSPITAL,123 GREENBIRDS ROAD,GREENBIRDS,AL,35904,ETOWAH,2564944001,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 72 Hours of Diagnosis,82%,15 patients,AL_DR-7A
100401,GREENBIRDS HOSPITAL,123 GREENBIRDS ROAD,GREENBIRDS,AL,35904,ETOWAH,2564944001,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 72 Hours of Diagnosis,82%,15 patients,AL_DR-7A
10065,SOUTH ALABAMA HOSPITAL,456 SOUTHWEST AVENUE,SOUTH ALABAMA,AL,35634,LAUDERDALE,2567688412,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,93%,26 patients,AL_PN-5C
10066,TWIN RIVERS HOSPITAL,789 TWIN RIVERS AVE,TWIN RIVERS,AL,35636,LAUDERDALE,2567688413,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DIAB-7C,Diabetic Patients Receiving Insulin Within 24 Hours of Admission,84%,2 paxienxs,AL_DIAB-7C
10067,HIGHLAND HOSPITAL,123 HIGHLAND AVE,HIGHLAND,AL,35642,MORGAN,2567736516,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-7C,Hypertensive Patients Receiving Antihypertensive Medication Within 24 Hours of Admission,91%,19 patients,AL_HTN-7C
10068,CRAWFORD HOSPITAL,100 CRAWFORD STREET,CRAWFORD,AL,35635,LAUDERDALE,2567688414,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OSTE-5C,Osteoarthritis Patients Receiving Non-Steroidal Anti-Inflammatory Drugs Within 24 Hours of Admission,88%,25 patients,AL_OSTE-5C
10050,GREEN BAY REGIONAL HOSPITAL,123 GREEN BAY STREET,GREEN BAY,MI,48301,GRAND LAKE,2565550123,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DM-7B,Diabetic Patients Receiving Insulin Within 24 Hours of Diagnosis,82%,15 patients,MI_DM-7B
10051,HOLLYWOOD HOSPITAL,456 HOLLYWOOD AVENUE,HOLLYWOOD,FL,32901,BROWARD,2565550987,Acute Care Hospitals,Proprietary,Yes,Stomach Ulcer,SU-6C,Stomach Ulcer Patients Receiving Proton Pump Inhibitors Within 48 Hours of Diagnosis,95%,20 patients,FL_SU-6C
10052,MARIN HOSPITAL,789 MARIN STREET,MARIN,CA,94901,SONOMA,2565551098,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5D,Osteoarthritis Patients Receiving Anti-inflammatory Medication Within 72 Hours of Diagnosis,78%,12 patients,CA_OA-5D
10053,NORTH LAKE MEDICAL CENTER,101 NORTH LAKE STREET,NORTH LAKE,TX,75040,BROWARD,2565551123,Acute Care Hospitals,Proprietary,Yes,Asthma,AST-4C,Asthma Patients Receiving Bronchodilators Within 24 Hours of Diagnosis,88%,18 patients,TX_AST-4C
10054,PINE RIDGE HOSPITAL,202 PINE RIDGE STREET,PINE RIDGE,WV,26091,PENNSYLVANIA,2565551199,Acute Care Hospitals,Proprietary,Yes,Kidney Failure,KF-6D,Kidney Failure Patients Receiving Dialysis Within 48 Hours of Diagnosis,90%,25 patients,WV_KF-6D
10052,HIGHLAND ACUTE CARE HOSPITAL,456 HIGHLAND DRIVE,HIGHLAND,AL,35645,MORGAN,2567736512,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-3,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,95%,15 patients,AL_SCIP-CARD-3
10052,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,72%,10 patients,AL_AMI-7A
100402,HOLMES HOSPITAL,456 HOLMES STREET,HOLMES,AL,35905,ETOWAH,2564944002,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-5A,Chronic Kidney Disease Patients on Dialysis Within 30 Days of Admission,78%,12 patients,AL_CKD-5A
100403,SUNSET HOSPITAL,789 SUNSET DR,SUNSET,AL,35906,ETOWAH,2564944003,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-6A,Osteoarthritis Patients Receiving NSAIDs Within 24 Hours of Diagnosis,85%,18 patients,AL_OA-6A
100404,WILSON HOSPITAL,101 WILSON STREET,WILSON,AL,35907,ETOWAH,2564944004,Acute Care Hospitals,Proprietary,Yes,Migraine,MIG-5A,Migraine Patients Receiving Anticonvulsants Within 48 Hours of Diagnosis,72%,10 patients,AL_MIG-5A
100405,EASTERN HOSPITAL,202 EASTERN AVENUE,EASTERN,AL,35908,ETOWAH,2564944005,Acute Care Hospitals,Proprietary,Yes,Anxiety Disorder,ANX-4A,Anxiety Disorder Patients Receiving SSRIs Within 72 Hours of Diagnosis,68%,14 patients,AL_ANX-4A
100406,GREENBIRDS HOSPITAL,123 GREENBIRDS ROAD,GREENBIRDS,AL,35904,ETOWAH,2564944001,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 72 Hours of Diagnosis,82%,15 patients,AL_DR-7A
100407,HOLMES HOSPITAL,456 HOLMES STREET,HOLMES,AL,35905,ETOWAH,2564944002,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-5A,Chronic Kidney Disease Patients on Dialysis Within 30 Days of Admission,78%,12 patients,AL_CKD-5A
100409,WILSON HOSPITAL,101 WILSON STREET,WILSON,AL,35907,ETOWAH,2564944004,Acute Care Hospitals,Proprietary,Yes,Migraine,MIG-5A,Migraine Patients Receiving Anticonvulsants Within 48 Hours of Diagnosis,72%,10 patients,AL_MIG-5A
100410,EASTERN HOSPITAL,202 EASTERN AVENUE,EASTERN,AL,35908,ETOWAH,2564944005,Acute Care Hospitals,Proprietary,Yes,Anxiety Disorder,ANX-4A,Anxiety Disorder Patients Receiving SSRIs Within 72 Hours of Diagnosis,68%,14 patients,AL_ANX-4A
100411,GREENBIRDS HOSPITAL,123 GREENBIRDS ROAD,GREENBIRDS,AL,35904,ETOWAH,2564944001,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 72 Hours of Diagnosis,82%,15 patients,AL_DR-7A
10053,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,85%,20 patients,AL_SCIP-CARD-2
100412,HOLMES HOSPITAL,456 HOLMES STREET,HOLMES,AL,35905,ETOWAH,2564944002,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-5A,Chronic Kidney Disease Patients on Dialysis Within 30 Days of Admission,78%,12 patients,AL_CKD-5A
100413,SUNSET HOSPITAL,789 SUNSET DR,SUNSET,AL,35906,ETOWAH,2564944003,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-6A,Osteoarthritis Patients Receiving NSAIDs Within 24 Hours of Diagnosis,85%,18 patients,AL_OA-6A
100414,WILSON HOSPITAL,101 WILSON STREET,WILSON,AL,35907,ETOWAH,2564944004,Acute Care Hospitals,Proprietary,Yes,Migraine,MIG-5A,Migraine Patients Receiving Anticonvulsants Within 48 Hours of Diagnosis,72%,10 patients,AL_MIG-5A
100415,EASTERN HOSPITAL,202 EASTERN AVENUE,EASTERN,AL,35908,ETOWAH,2564944005,Acute Care Hospitals,Proprietary,Yes,Anxiety Disorder,ANX-4A,Anxiety Disorder Patients Receiving SSRIs Within 72 Hours of Diagnosis,68%,14 patients,AL_ANX-4A
100416,GREENBIRDS HOSPITAL,123 GREENBIRDS ROAD,GREENBIRDS,AL,35904,ETOWAH,2564944001,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 72 Hours of Diagnosis,82%,15 patients,AL_DR-7A
100417,HOLMES HOSPITAL,456 HOLMES STREET,HOLMES,AL,35905,ETOWAH,2564944002,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-5A,Chronic Kidney Disease Patients on Dialysis Within 30 Days of Admission,78%,12 patients,AL_CKD-5A
100418,SUNSET HOSPITAL,789 SUNSET DR,SUNSET,AL,35906,ETOWAH,2564944003,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-6A,Osteoarthritis Patients Receiving NSAIDs Within 24 Hours of Diagnosis,85%,18 patients,AL_OA-6A
100419,WILSON HOSPITAL,101 WILSON STREET,WILSON,AL,35907,ETOWAH,2564944004,Acute Care Hospitals,Proprietary,Yes,Migraine,MIG-5A,Migraine Patients Receiving Anticonvulsants Within 48 Hours of Diagnosis,72%,10 patients,AL_MIG-5A
100420,EASTERN HOSPITAL,202 EASTERN AVENUE,EASTERN,AL,35908,ETOWAH,2564944005,Acute Care Hospitals,Proprietary,Yes,Anxiety Disorder,ANX-4A,Anxiety Disorder Patients Receiving SSRIs Within 72 Hours of Diagnosis,68%,14 patients,AL_ANX-4A
10050,GREENBRIER REGIONAL HOSPITAL,456 GREENBRIER DRIVE,GREENBRIER,AL,35645,MONTGOMERY,2567736512,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 24 Hours of Diagnosis,82%,15 patients,AL_DR-7A
10054,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,90%,5 patients,AL_AMI-5
10051,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVE,HIGHLAND,AL,35642,MONTGOMERY,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days of Diagnosis,92%,22 patients,AL_OA-5B
10053,PINE RIDGE HOSPITAL,102 PINE RIDGE AVE,PINE RIDGE,AL,35646,MONTGOMERY,2567736515,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-8D,Chronic Kidney Disease Patients Receiving Dialysis Within 48 Hours of Diagnosis,65%,12 patients,AL_CKD-8D
10054,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Anxiety,ANX-7E,Anxiety Patients Receiving Anti-Anxiety Medication Within 5 Days of Diagnosis,88%,20 patients,AL_ANX-7E
10055,GREENBRIER REGIONAL HOSPITAL,456 GREENBRIER DRIVE,GREENBRIER,AL,35645,MONTGOMERY,2567736512,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-9F,Hypertension Patients Receiving Antihypertensive Medication Within 7 Days of Diagnosis,79%,14 patients,AL_HTN-9F
10056,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVE,HIGHLAND,AL,35642,MONTGOMERY,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days of Diagnosis,95%,25 patients,AL_OA-5B
10057,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 10 Days of Diagnosis,83%,17 patients,AL_DEP-6C
10058,PINE RIDGE HOSPITAL,102 PINE RIDGE AVE,PINE RIDGE,AL,35646,MONTGOMERY,2567736515,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-8D,Chronic Kidney Disease Patients Receiving Dialysis Within 48 Hours of Diagnosis,66%,13 patients,AL_CKD-8D
10059,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Anxiety,ANX-7E,Anxiety Patients Receiving Anti-Anxiety Medication Within 5 Days of Diagnosis,87%,19 patients,AL_ANX-7E
10060,GREENBRIER REGIONAL HOSPITAL,456 GREENBRIER DRIVE,GREENBRIER,AL,35645,MONTGOMERY,2567736512,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-9F,Hypertension Patients Receiving Antihypertensive Medication Within 7 Days of Diagnosis,78%,16 patients,AL_HTN-9F
10055,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,80%,10 patients,AL_SCIP-CARD-2
10061,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVE,HIGHLAND,AL,35642,MONTGOMERY,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days of Diagnosis,94%,24 patients,AL_OA-5B
10062,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 10 Days of Diagnosis,84%,18 patients,AL_DEP-6C
10063,PINE RIDGE HOSPITAL,102 PINE RIDGE AVE,PINE RIDGE,AL,35646,MONTGOMERY,2567736515,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-8D,Chronic Kidney Disease Patients Receiving Dialysis Within 48 Hours of Diagnosis,67%,14 patients,AL_CKD-8D
10064,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Anxiety,ANX-7E,Anxiety Patients Receiving Anti-Anxiety Medication Within 5 Days of Diagnosis,86%,17 patients,AL_ANX-7E
10065,GREENBRIER REGIONAL HOSPITAL,456 GREENBRIER DRIVE,GREENBRIER,AL,35645,MONTGOMERY,2567736512,Acute Care Hospitals,Proprietary,Yes,Hypertension,HTN-9F,Hypertension Patients Receiving Antihypertensive Medication Within 7 Days of Diagnosis,77%,15 patients,AL_HTN-9F
10066,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVE,HIGHLAND,AL,35642,MONTGOMERY,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days of Diagnosis,93%,23 patients,AL_OA-5B
10066,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVE,HIGHLAND,AL,35642,MONTGOMERY,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days of Diagnosis,93%,23 patients,AL_OA-5B
10067,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 10 Days of Diagnosis,85%,16 patients,AL_DEP-6C
10067,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,AL,35644,MONTGOMERY,2567736514,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 10 Days of Diagnosis,85%,16 patients,AL_DEP-6C
10068,PINE RIDGE HOSPITAL,102 PINE RIDGE AVE,PINE RIDGE,AL,35646,MONTGOMERY,2567736515,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-8D,Chronic Kidney Disease Patients Receiving Dialysis Within 48 Hours of Diagnosis,68%,12 patients,AL_CKD-8D
10050,GREENBRIER MEDICAL CENTER,456 GREENBRIER DRIVE,GREENBRIER,AL,35645,MORGAN,2567736512,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,100%,25 patients,AL_SCIP-CARD-2
10051,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,180 patients,AL_PN-5C
10052,RIVERVIEW MEDICAL CENTER,789 RIVERVIEW STREET,RIVERVIEW,AL,35642,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,72%,15 patients,AL_AMI-7A
10053,TWIN HILL MEDICAL CENTER,100 TWIN HILL ROAD,TWIN HILL,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,85%,22 patients,AL_SCIP-CARD-2
10054,WATERFORD MEDICAL CENTER,456 WATERFORD STREET,WATERFORD,AL,35641,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,90%,25 patients,AL_AMI-5
10055,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,94%,170 patients,AL_PN-5C
10056,RIVERVIEW MEDICAL CENTER,789 RIVERVIEW STREET,RIVERVIEW,AL,35642,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,65%,8 patients,AL_AMI-7A
10057,TWIN HILL MEDICAL CENTER,100 TWIN HILL ROAD,TWIN HILL,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,80%,18 patients,AL_SCIP-CARD-2
10058,WATERFORD MEDICAL CENTER,456 WATERFORD STREET,WATERFORD,AL,35641,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,95%,12 patients,AL_AMI-5
10059,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,93%,160 patients,AL_PN-5C
10061,TWIN HILL MEDICAL CENTER,100 TWIN HILL ROAD,TWIN HILL,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,75%,15 patients,AL_SCIP-CARD-2
10057,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,75%,15 patients,AL_AMI-7A
10062,WATERFORD MEDICAL CENTER,456 WATERFORD STREET,WATERFORD,AL,35641,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,85%,2 paxienxs,AL_AMI-5
10064,RIVERVIEW MEDICAL CENTER,789 RIVERVIEW STREET,RIVERVIEW,AL,35642,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,55%,3 patients,AL_AMI-7A
10065,TWIN HILL MEDICAL CENTER,100 TWIN HILL ROAD,TWIN HILL,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,70%,12 patients,AL_SCIP-CARD-2
10065,TWIN HILL MEDICAL CENTER,100 TWIN HILL ROAD,TWIN HILL,AL,35635,LAUDERDALE,2567688402,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,70%,12 patients,AL_SCIP-CARD-2
10066,WATERFORD MEDICAL CENTER,456 WATERFORD STREET,WATERFORD,AL,35641,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,80%,8 patients,AL_AMI-5
10066,WATERFORD MEDICAL CENTER,456 WATERFORD STREET,WATERFORD,AL,35641,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,80%,8 patients,AL_AMI-5
